"동별(1)",동별(2),동별(3),2014,2014,2014,2015,2015,2015
"합계",마포구,신수동,21619,0.78,27717,20230,0.78,25936
"합계",마포구,서교동,29383,1.63,18026,28125,1.65,17045
"합계",마포구,합정동,19732,1.71,11539,19986,1.69,11826
"합계",마포구,망원1동,23402,1.14,20528,22751,1.14,19957
"합계",마포구,망원2동,21071,0.67,31449,20809,0.67,31058
"합계",마포구,연남동,19753,0.65,30389,19157,0.65,29472
"합계",마포구,성산1동,21283,0.80,26604,21272,0.80,26590
"합계",마포구,성산2동,40456,2.07,19544,40265,2.07,19452
"합계",마포구,상암동,33522,8.40,3991,33875,8.40,4033
"합계",마포구,도화동,23557,0.62,37995,23403,0.62,37747
"합계",마포구,서강동,26300,1.45,18138,26655,1.45,18383
"합계",마포구,공덕동,36760,1.01,36396,39391,1.01,39001
"합계",마포구,아현동,25700,0.77,33377,28884,0.76,38005
"합계",양천구,소계,490708,17.40,28196,489010,17.40,28098
"합계",양천구,목1동,32783,1.41,23250,33380,1.41,23674
"합계",양천구,목2동,31155,1.03,30248,31694,1.03,30771
"합계",양천구,목3동,22878,0.53,43166,22050,0.53,41604
"합계",양천구,목4동,28311,0.57,49668,28044,0.57,49200
"합계",양천구,신월1동,24387,0.65,37518,23851,0.65,36694
"합계",양천구,신월2동,23002,0.61,37708,23422,0.61,38397
"합계",양천구,신월3동,17528,0.87,20147,18461,0.87,21220
"합계",양천구,신월4동,19641,0.52,37771,19914,0.52,38296
"합계",양천구,신월5동,16426,0.69,23806,16490,0.69,23899
"합계",양천구,신월6동,12251,0.41,29880,11841,0.41,28880
"합계",양천구,신월7동,24062,1.19,20220,23919,1.19,20100
"합계",양천구,신정1동,19319,0.70,27599,18979,0.70,27113
"합계",양천구,신정2동,22077,0.52,42456,21953,0.52,42217
"합계",양천구,신정3동,56535,2.72,20785,55866,2.72,20539
"합계",양천구,신정6동,26551,0.96,27657,26375,0.96,27474
"합계",양천구,신정7동,32499,1.21,26859,32030,1.21,26471
"합계",양천구,목5동,44760,1.81,24729,44545,1.81,24610
"합계",양천구,신정4동,36543,1.01,36181,36196,1.01,35838
"합계",강서구,소계,591653,41.43,14282,595691,41.44,14376
"합계",강서구,염창동,42281,1.74,24299,42118,1.74,24206
"합계",강서구,등촌1동,23068,0.59,39098,22726,0.59,38519
"합계",강서구,등촌2동,21755,0.92,23647,21706,0.92,23593
"합계",강서구,등촌3동,36071,0.79,45659,35567,0.79,45022
"합계",강서구,화곡본동,36587,1.11,32961,36575,1.11,32950
"합계",강서구,화곡2동,20228,0.47,43038,20246,0.47,43077
"합계",강서구,화곡3동,23765,0.51,46598,23556,0.51,46188
"합계",강서구,화곡4동,23188,0.82,28278,23382,0.82,28515
"합계",강서구,화곡6동,25781,1.12,23019,25778,1.12,23016
"합계",강서구,화곡8동,27567,0.53,52013,27311,0.53,51530
"합계",강서구,가양1동,23585,4.70,5018,24996,4.70,5318
"합계",강서구,가양2동,17098,1.00,17098,16775,1.00,16775
"합계",강서구,가양3동,18051,0.99,18233,17696,0.99,17875
"합계",강서구,발산1동,39714,2.96,13417,40424,2.96,13657
"합계",강서구,공항동,21490,10.87,1977,21088,10.87,1940
"합계",강서구,방화1동,42282,1.04,40656,43914,1.04,42225
"합계",강서구,방화2동,25327,6.41,3951,25212,6.41,3933
"합계",강서구,방화3동,26348,2.38,11071,26257,2.38,11032
"합계",강서구,화곡1동,52571,1.12,46938,53295,1.12,47585
"합계",강서구,우장산동,44896,1.36,33012,47069,1.36,34610
"합계",구로구,소계,457131,20.12,22721,454604,20.12,22596
"합계",구로구,신도림동,37807,1.47,25719,38233,1.47,26009
"합계",구로구,구로1동,22889,1.02,22440,22886,1.02,22437
"합계",구로구,구로3동,28810,1.02,28245,28449,1.02,27891
"합계",구로구,구로4동,30153,0.46,65550,29517,0.46,64167
"합계",구로구,구로5동,35333,1.03,34304,34993,1.03,33974
"합계",구로구,고척1동,25650,1.16,22112,25646,1.16,22109
"합계",구로구,고척2동,30807,1.02,30203,30491,1.02,29893
"합계",구로구,개봉2동,34920,0.80,43650,34765,0.80,43456
"합계",구로구,개봉3동,22287,0.81,27515,22472,0.81,27743
"합계",구로구,오류1동,21908,0.59,37132,21999,0.59,37286
"합계",구로구,수궁동,25905,2.67,9702,25832,2.67,9675
"합계",구로구,가리봉동,19630,0.40,49075,18934,0.40,47335
"합계",구로구,구로2동,39124,1.76,22230,38125,1.76,21662
"합계",구로구,개봉1동,36050,1.31,27519,36032,1.31,27505
"합계",구로구,오류2동,45858,4.60,9969,46230,4.60,10050
"합계",금천구,소계,258030,13.02,19818,256167,13.02,19675
"합계",금천구,가산동,23961,2.50,9584,23926,2.50,9570
"합계",금천구,독산1동,34550,2.09,16531,34010,2.09,16273
"합계",금천구,독산2동,23607,0.60,39345,23644,0.60,39407
"합계",금천구,독산3동,32007,0.92,34790,32016,0.92,34800
"합계",금천구,독산4동,20028,0.59,33946,19806,0.59,33569
"합계",금천구,시흥1동,38688,1.71,22625,38520,1.71,22526
"합계",금천구,시흥2동,24770,1.26,19659,24445,1.26,19401
"합계",금천구,시흥3동,12794,1.07,11957,12689,1.07,11859
"합계",금천구,시흥4동,24126,0.87,27731,23953,0.87,27532
"합계",금천구,시흥5동,23499,1.39,16906,23158,1.39,16660
"합계",영등포구,소계,421436,24.53,17181,417811,24.53,17033
"합계",영등포구,여의동,33934,8.41,4035,34094,8.41,4054
"합계",영등포구,당산1동,21228,0.75,28304,21433,0.75,28577
"합계",영등포구,당산2동,35480,1.55,22890,36016,1.55,23236
"합계",영등포구,양평1동,17044,0.88,19368,17334,0.88,19698
"합계",영등포구,양평2동,22090,3.00,7363,22227,3.00,7409
"합계",영등포구,신길1동,22847,0.66,34617,22246,0.66,33706
"합계",영등포구,신길3동,17206,0.48,35846,16576,0.48,34533
"합계",영등포구,신길4동,13379,0.35,38226,13186,0.35,37674
"합계",영등포구,신길5동,18179,0.47,38679,17854,0.47,37987
"합계",영등포구,신길6동,24189,0.68,35572,23903,0.68,35151
"합계",영등포구,신길7동,15524,0.64,24256,15212,0.64,23769
"합계",영등포구,대림1동,19410,0.49,39612,18946,0.49,38665
"합계",영등포구,대림2동,25507,0.55,46376,24461,0.55,44475
"합계",영등포구,대림3동,31780,1.00,31780,31178,1.00,31178
"합계",영등포구,영등포본동,27313,1.02,26777,26898,1.02,26371
"합계",영등포구,영등포동,20606,1.26,16354,20471,1.26,16247
"합계",영등포구,도림동,23495,0.89,26399,23650,0.89,26573
"합계",영등포구,문래동,32224,1.49,21627,32126,1.49,21561
"합계",영등포구,기타,1,-,-,-,-,-
"합계",동작구,소계,419261,16.35,25637,412774,16.35,25240
"합계",동작구,노량진2동,15712,0.65,24172,15374,0.65,23652
"합계",동작구,상도1동,48197,1.51,31919,48387,1.51,32044
"합계",동작구,상도2동,25927,0.97,26729,24880,0.97,25649
"합계",동작구,상도3동,25358,0.60,42263,25490,0.60,42483
"합계",동작구,상도4동,30010,0.75,40013,30151,0.75,40201
"합계",동작구,사당1동,23864,0.79,30208,23877,0.79,30224
"합계",동작구,사당3동,26174,0.92,28450,24835,0.92,26995
"합계",동작구,사당4동,15038,0.38,39574,15279,0.38,40208
"합계",동작구,사당5동,15161,0.57,26598,13718,0.57,24067
"합계",동작구,대방동,40180,1.55,25923,40321,1.55,26014
"합계",동작구,신대방1동,28603,0.62,46134,28145,0.62,45395
"합계",동작구,신대방2동,21414,1.03,20790,21587,1.03,20958
"합계",동작구,흑석동,38487,1.68,22909,35941,1.68,21393
"합계",동작구,노량진1동,33889,1.58,21449,33850,1.58,21424
"합계",동작구,사당2동,31247,2.75,11363,30939,2.75,11251
"합계",관악구,소계,531960,29.57,17991,529031,29.57,17891
"합계",관악구,보라매동,27127,0.76,35693,26976,0.76,35495
"합계",관악구,청림동,16828,0.30,56093,17128,0.30,57093
"합계",관악구,행운동,30317,0.72,42107,30368,0.72,42178
"합계",관악구,낙성대동,18732,2.27,8252,18368,2.27,8092
"합계",관악구,중앙동,15211,0.39,39003,15359,0.39,39382
"합계",관악구,인헌동,28240,1.08,26148,28098,1.08,26017
"합계",관악구,남현동,18315,3.27,5601,18568,3.27,5678
"합계",관악구,서원동,24057,0.65,37011,24108,0.65,37089
"합계",관악구,신원동,20267,0.55,36849,20389,0.55,37071
"합계",관악구,서림동,25137,0.99,25391,25468,0.99,25725
"합계",관악구,신사동,27040,0.64,42250,26976,0.64,42150
"합계",관악구,신림동,20780,0.54,38481,20867,0.54,38643
"합계",관악구,난향동,17485,0.80,21856,17257,0.80,21571
"합계",관악구,조원동,20328,0.67,30340,20489,0.67,30581
"합계",관악구,대학동,23570,8.30,2840,23766,8.30,2863
"합계",관악구,은천동,36727,0.78,47086,36699,0.78,47050
"합계",관악구,성현동,34321,0.68,50472,34294,0.68,50432
"합계",관악구,청룡동,34322,1.18,29086,30849,1.18,26143
"합계",관악구,난곡동,30860,0.96,32146,30810,0.96,32094
"합계",관악구,삼성동,28426,2.66,10686,28164,2.66,10588
"합계",관악구,미성동,33870,1.38,24543,34030,1.38,24659
"합계",서초구,소계,454288,47.00,9665,451258,47.00,9601
"합계",서초구,서초1동,21516,1.42,15152,21385,1.42,15060
"합계",서초구,서초2동,22530,1.24,18169,21467,1.24,17312
"합계",서초구,서초3동,30647,2.93,10460,30491,2.93,10406
"합계",서초구,서초4동,28468,0.88,32350,29056,0.88,33018
"합계",서초구,잠원동,34367,1.76,19527,34015,1.76,19327
"합계",서초구,반포본동,13473,1.01,13340,13317,1.01,13185
"합계",서초구,반포1동,34004,1.00,34004,30849,1.00,30849
"합계",서초구,반포2동,20022,1.35,14831,19881,1.35,14727
"합계",서초구,반포3동,24152,1.28,18869,20920,1.28,16344
"합계",서초구,반포4동,20726,1.43,14494,20745,1.43,14507
"합계",서초구,방배본동,22349,0.67,33357,22153,0.67,33064
"합계",서초구,방배1동,17479,0.70,24970,17538,0.70,25054
"합계",서초구,방배2동,28817,1.93,14931,28361,1.93,14695
"합계",서초구,방배3동,25292,2.40,10538,24400,2.40,10167
"합계",서초구,방배4동,26179,0.98,26713,26446,0.98,26986
"합계",서초구,양재1동,47501,5.76,8247,47859,5.76,8309
"합계",서초구,양재2동,23978,7.58,3163,23633,7.58,3118
"합계",서초구,내곡동,12788,12.68,1009,18742,12.68,1478
"합계",강남구,소계,583446,39.50,14770,581760,39.50,14728
"합계",강남구,신사동,19114,1.89,10113,18570,1.89,9825
"합계",강남구,논현1동,25751,1.25,20601,25307,1.25,20246
"합계",강남구,논현2동,22441,1.47,15266,23082,1.47,15702
"합계",강남구,삼성1동,15800,1.94,8144,15531,1.94,8006
"합계",강남구,삼성2동,32170,1.24,25944,31343,1.24,25277
"합계",강남구,대치1동,19804,0.79,25068,23283,0.79,29472
"합계",강남구,대치4동,22134,0.73,30321,21630,0.73,29630
"합계",강남구,역삼1동,36239,2.35,15421,36450,2.35,15511
"합계",강남구,역삼2동,36130,1.15,31417,36314,1.15,31577
"합계",강남구,도곡1동,22854,1.02,22406,22693,1.02,22248
"합계",강남구,도곡2동,35661,1.02,34962,35307,1.02,34615
"합계",강남구,개포1동,22163,1.27,17451,21700,1.27,17087
"합계",강남구,개포4동,23177,1.49,15555,22135,1.49,14856
"합계",강남구,일원본동,24995,2.58,9688,25350,2.58,9826
"합계",강남구,일원1동,17880,0.92,19435,17627,0.92,19160
"합계",강남구,일원2동,18499,1.24,14919,16621,1.24,13404
"합계",강남구,수서동,16064,1.43,11234,15732,1.43,11001
"합계",강남구,세곡동,35894,6.36,5644,43302,6.36,6808
"합계",강남구,압구정동,28730,2.53,11356,28735,2.53,11358
"합계",강남구,청담동,31350,2.33,13455,31129,2.33,13360
"합계",강남구,대치2동,43118,2.00,21559,42565,2.00,21283
"합계",강남구,개포2동,33476,2.51,13337,27354,2.51,10898
"합계",강남구,기타,2,-,-,-,-,-
"합계",송파구,소계,671794,33.88,19831,667480,33.88,19704
"합계",송파구,풍납1동,19034,0.77,24719,18782,0.77,24392
"합계",송파구,풍납2동,28066,1.59,17652,27259,1.59,17144
"합계",송파구,거여1동,15472,0.67,23093,15228,0.51,29859
"합계",송파구,거여2동,27302,1.69,16155,24101,0.53,45474
"합계",송파구,마천1동,23185,0.58,39974,23255,0.58,40095
"합계",송파구,마천2동,21792,0.89,24485,21683,0.89,24363
"합계",송파구,방이1동,16805,0.50,33610,16617,0.50,33234
"합계",송파구,방이2동,25852,0.80,32315,25848,0.80,32310
"합계",송파구,오륜동,20114,3.17,6345,19999,3.17,6309
"합계",송파구,오금동,37544,1.65,22754,37291,1.65,22601
"합계",송파구,송파1동,27287,0.79,34541,27046,0.79,34235
"합계",송파구,송파2동,22497,0.53,42447,22275,0.53,42028
"합계",송파구,석촌동,35680,0.95,37558,35478,0.95,37345
"합계",송파구,삼전동,34507,0.95,36323,34293,0.95,36098
"합계",송파구,가락본동,29132,1.13,25781,28918,1.13,25591
"합계",송파구,가락1동,1237,1.34,923,968,1.34,722
"합계",송파구,가락2동,35477,0.96,36955,35434,0.96,36910
"합계",송파구,문정1동,22383,0.56,39970,22013,0.56,39309
"합계",송파구,문정2동,18158,2.20,8254,18824,2.20,8556
"합계",송파구,잠실본동,30965,0.94,32941,30898,0.94,32870
"합계",송파구,잠실4동,30842,1.56,19771,30924,1.56,19823
"합계",송파구,잠실6동,17848,2.79,6397,17826,2.79,6389
"합계",송파구,잠실7동,10474,0.60,17457,10433,0.60,17388
"합계",송파구,잠실2동,36799,2.18,16880,37033,2.18,16988
"합계",송파구,잠실3동,37168,1.49,24945,37094,1.49,24895
"합계",송파구,장지동,46174,2.60,17759,35930,1.37,26226
"합계",송파구,위례동,-,-,-,12030,2.55,4718
"합계",강동구,소계,481332,24.59,19577,463321,24.59,18842
"합계",강동구,강일동,34168,2.80,12203,34023,2.80,12151
"합계",강동구,상일동,26868,2.65,10139,24471,2.65,9234
"합계",강동구,명일1동,28073,0.61,46021,23430,0.61,38410
"합계",강동구,명일2동,18784,0.97,19365,18672,0.97,19249
"합계",강동구,고덕1동,16835,1.73,9731,16548,1.73,9565
"합계",강동구,고덕2동,17005,2.01,8460,9223,2.01,4589
"합계",강동구,암사2동,16312,1.18,13824,16159,1.18,13694
"합계",강동구,암사3동,19065,2.51,7596,19249,2.51,7669
"합계",강동구,천호1동,30573,0.71,43061,29636,0.71,41741
"합계",강동구,천호3동,26105,0.79,33044,26047,0.79,32971
"합계",강동구,성내1동,19724,0.58,34007,19657,0.58,33891
"합계",강동구,성내2동,26583,0.67,39676,26227,0.67,39145
"합계",강동구,성내3동,25322,0.71,35665,25189,0.71,35477
"합계",강동구,둔촌1동,19530,0.92,21228,19264,0.92,20939
"합계",강동구,둔촌2동,29349,0.98,29948,28988,0.98,29580
"합계",강동구,암사1동,38289,1.02,37538,37753,1.02,37013
"합계",강동구,천호2동,37226,1.57,23711,37065,1.57,23608
"합계",강동구,길동,51521,2.17,23742,51720,2.17,23834
